,Date,days hour min sec,Distance 1,Distance 2,Distance 3,keystrokes,left,right,middle,double,wheel,x1 btn,x2 btn,idle days hour min sec
628,2022 may. 04 20:54:17,439 days 15 hours 54 min 18 sec,273 km,854 m,77 cm,2319058,753200,131374,1273,131907,1793837,5,10,401 days 18 hours 14 min 31 sec
629,2022 may. 05 00:00:17,439 days 19 hours 0 min 18 sec,273 km,925 m,29 cm,2322343,753419,131374,1275,131920,1794506,5,10,401 days 20 hours 35 min 22 sec
630,2022 may. 14 02:45:02,439 days 21 hours 1 min 0 sec,274 km,22 m,35 cm,2325530,753854,131385,1278,131977,1795136,5,10,401 days 21 hours 56 min 7 sec
631,2022 may. 16 12:08:44,442 days 6 hours 24 min 42 sec,274 km,22 m,35 cm,2325530,753854,131385,1278,131977,1795136,5,10,401 days 22 hours 55 min 27 sec
632,2022 may. 17 10:04:50,443 days 4 hours 20 min 47 sec,274 km,188 m,29 cm,2325614,753982,131385,1279,131978,1795833,5,10,402 days 13 hours 35 min 10 sec
633,2022 may. 18 09:34:16,444 days 3 hours 50 min 14 sec,274 km,446 m,22 cm,2330214,754684,131388,1284,132028,1799794,5,10,403 days 10 hours 44 min 25 sec
634,2022 may. 19 17:56:01,444 days 18 hours 11 min 0 sec,274 km,830 m,86 cm,2339790,755949,131395,1289,132085,1801996,5,10,403 days 22 hours 44 min 23 sec
635,2022 may. 20 00:00:47,445 days 0 hours 15 min 45 sec,275 km,262 m,73 cm,2343592,756939,131493,1295,132306,1803113,5,10,404 days 0 hours 32 min 51 sec
636,2022 may. 23 10:20:57,445 days 22 hours 57 min 42 sec,278 km,397 m,87 cm,2346750,761506,132259,1349,132739,1809732,5,10,404 days 16 hours 30 min 53 sec
637,2022 may. 24 17:59:35,447 days 6 hours 36 min 20 sec,279 km,195 m,83 cm,2351932,762772,132469,1363,132848,1812369,5,10,404 days 22 hours 6 min 32 sec
638,2022 may. 25 00:00:48,447 days 12 hours 37 min 32 sec,279 km,464 m,71 cm,2353588,764861,133292,1363,133917,1812957,5,10,405 days 20 hours 43 min 16 sec
639,2022 may. 26 09:57:54,448 days 13 hours 28 min 29 sec,279 km,875 m,33 cm,2354940,767922,134053,1364,135028,1814402,5,10,406 days 20 hours 27 min 2 sec
640,2022 may. 27 00:00:29,449 days 3 hours 31 min 4 sec,280 km,106 m,86 cm,2355712,768178,134055,1365,135044,1815378,5,10,407 days 4 hours 13 min 34 sec
641,2022 may. 28 15:12:10,450 days 18 hours 42 min 45 sec,280 km,294 m,48 cm,2357017,768751,134064,1375,135074,1817243,5,10,408 days 18 hours 38 min 9 sec
642,2022 may. 30 12:00:07,452 days 15 hours 30 min 42 sec,281 km,215 m,9 cm,2357296,769932,134375,1404,135218,1820492,5,10,408 days 23 hours 44 min 9 sec
643,2022 may. 31 10:21:18,453 days 13 hours 51 min 53 sec,281 km,400 m,16 cm,2360191,770492,134380,1421,135249,1823272,5,10,410 days 20 hours 4 min 59 sec
644,2022 jun. 02 08:47:58,455 days 12 hours 18 min 33 sec,281 km,822 m,24 cm,2366314,771755,134403,1427,135328,1827310,5,10,413 days 4 hours 59 min 48 sec
645,2022 jun. 03 09:25:21,456 days 12 hours 55 min 56 sec,281 km,986 m,41 cm,2373209,772350,134427,1428,135362,1828712,5,10,413 days 14 hours 33 min 52 sec
646,2022 jun. 04 16:06:04,456 days 23 hours 57 min 4 sec,282 km,230 m,80 cm,2376403,773366,134443,1429,135445,1829620,5,10,414 days 14 hours 7 min 8 sec
647,2022 jun. 05 17:21:46,458 days 1 hours 12 min 46 sec,282 km,397 m,99 cm,2377640,773996,134513,1432,135593,1830664,5,10,414 days 17 hours 58 min 36 sec
648,2022 jun. 06 13:45:37,458 days 21 hours 36 min 36 sec,282 km,502 m,15 cm,2378605,774297,134514,1432,135613,1831311,5,10,415 days 15 hours 38 min 38 sec
649,2022 jun. 07 04:20:36,459 days 12 hours 11 min 36 sec,282 km,583 m,52 cm,2378620,774451,134515,1433,135625,1831797,5,10,416 days 18 hours 48 min 13 sec
650,2022 jun. 08 09:36:21,460 days 17 hours 27 min 20 sec,282 km,680 m,73 cm,2378743,774624,134515,1435,135630,1832655,5,10,417 days 13 hours 38 min 48 sec
651,2022 jun. 09 11:52:08,461 days 19 hours 43 min 7 sec,283 km,53 m,78 cm,2383020,775513,134525,1439,135691,1833682,5,10,418 days 16 hours 14 min 16 sec
652,2022 jun. 10 00:00:10,462 days 7 hours 51 min 10 sec,283 km,678 m,85 cm,2389571,778642,135133,1446,136834,1835676,5,10,419 days 13 hours 55 min 42 sec
653,2022 jun. 11 19:40:41,464 days 3 hours 31 min 40 sec,284 km,401 m,64 cm,2391689,779652,135340,1457,136960,1838386,5,10,420 days 3 hours 32 min 18 sec
654,2022 jun. 12 00:00:40,464 days 7 hours 51 min 40 sec,284 km,950 m,32 cm,2394974,784959,136588,1458,139420,1840536,5,10,421 days 9 hours 36 min 0 sec
655,2022 jun. 13 15:00:43,465 days 22 hours 51 min 42 sec,284 km,951 m,7 cm,2394974,784963,136588,1458,139420,1840536,5,10,421 days 10 hours 18 min 52 sec
656,2022 jun. 14 08:59:58,466 days 16 hours 50 min 58 sec,285 km,96 m,38 cm,2395624,785249,136589,1464,139425,1842377,5,10,423 days 7 hours 40 min 41 sec
657,2022 jun. 15 00:00:59,467 days 7 hours 51 min 59 sec,285 km,199 m,34 cm,2396353,785499,136599,1464,139440,1843031,5,10,424 days 8 hours 8 min 29 sec
658,2022 jun. 16 07:08:26,468 days 14 hours 59 min 26 sec,285 km,396 m,21 cm,2398818,786116,136622,1466,139469,1844726,5,10,425 days 5 hours 55 min 19 sec
659,2022 jun. 17 18:33:12,470 days 2 hours 24 min 11 sec,285 km,552 m,7 cm,2403991,786737,136644,1467,139505,1845739,5,10,426 days 1 hours 6 min 27 sec
660,2022 jun. 19 18:52:45,470 days 5 hours 54 min 1 sec,285 km,578 m,80 cm,2403991,786738,136644,1467,139505,1845739,5,10,427 days 2 hours 32 min 13 sec
661,2022 jun. 20 15:02:26,471 days 2 hours 3 min 41 sec,285 km,929 m,71 cm,2405613,787357,136703,1480,139567,1847095,5,10,427 days 21 hours 46 min 36 sec
662,2022 jun. 21 00:00:00,471 days 11 hours 1 min 15 sec,286 km,17 m,43 cm,2408594,787584,136706,1480,139577,1847704,5,10,428 days 6 hours 0 min 27 sec
663,2022 jun. 22 10:08:35,472 days 21 hours 8 min 39 sec,286 km,630 m,8 cm,2416618,789289,136738,1486,139635,1855697,5,10,429 days 0 hours 19 min 27 sec
664,2022 jun. 23 00:00:17,473 days 11 hours 0 min 21 sec,287 km,391 m,27 cm,2436630,792386,136787,1494,139790,1861352,5,10,429 days 20 hours 42 min 26 sec
665,2022 jun. 25 12:56:36,475 days 23 hours 56 min 40 sec,287 km,421 m,80 cm,2436636,792444,136788,1495,139794,1861415,5,10,430 days 17 hours 46 min 3 sec
666,2022 jun. 25 16:02:27,476 days 0 hours 54 min 41 sec,287 km,489 m,60 cm,2438348,792802,136790,1495,139819,1862416,5,10,430 days 18 hours 3 min 58 sec
667,2022 jun. 26 10:33:19,476 days 19 hours 25 min 33 sec,288 km,325 m,18 cm,2452846,796272,136837,1501,140092,1870616,5,10,430 days 21 hours 18 min 55 sec
668,2022 jun. 27 09:26:09,477 days 18 hours 18 min 23 sec,288 km,933 m,19 cm,2466732,797554,136884,1502,140196,1876982,5,10,431 days 12 hours 53 min 54 sec
669,2022 jun. 28 00:00:56,477 days 23 hours 7 min 15 sec,289 km,58 m,30 cm,2469886,797966,136916,1504,140210,1878056,5,10,432 days 6 hours 26 min 15 sec
670,2022 jun. 29 09:11:41,479 days 8 hours 18 min 0 sec,289 km,417 m,25 cm,2475011,798664,136924,1506,140252,1882052,5,10,433 days 13 hours 0 min 29 sec
671,2022 jun. 30 13:25:26,480 days 12 hours 31 min 45 sec,289 km,686 m,95 cm,2477120,799507,136932,1510,140295,1884143,5,10,434 days 15 hours 34 min 54 sec
672,2022 jul. 01 08:53:07,481 days 7 hours 59 min 26 sec,289 km,699 m,25 cm,2477124,799568,136934,1510,140297,1884144,5,10,434 days 22 hours 35 min 36 sec
673,2022 jul. 03 16:01:52,483 days 15 hours 8 min 11 sec,289 km,859 m,52 cm,2481594,800192,136941,1510,140330,1884892,5,10,435 days 12 hours 47 min 22 sec
674,2022 jul. 04 11:00:41,484 days 10 hours 7 min 0 sec,290 km,301 m,94 cm,2489259,801490,136989,1516,140418,1889150,5,10,437 days 21 hours 35 min 3 sec
675,2022 jul. 05 10:25:18,485 days 9 hours 31 min 37 sec,290 km,490 m,64 cm,2493784,802091,136999,1520,140463,1891191,5,10,439 days 6 hours 39 min 19 sec
676,2022 jul. 06 00:37:13,485 days 23 hours 42 min 18 sec,290 km,548 m,42 cm,2494143,802287,137000,1520,140473,1892208,5,10,439 days 14 hours 31 min 1 sec
677,2022 jul. 07 09:17:58,487 days 8 hours 23 min 3 sec,290 km,549 m,57 cm,2494143,802288,137000,1520,140473,1892208,5,10,439 days 14 hours 31 min 1 sec
678,2022 jul. 08 00:25:54,487 days 23 hours 30 min 59 sec,290 km,696 m,96 cm,2495318,802601,137006,1521,140486,1893202,5,10,441 days 11 hours 25 min 57 sec
679,2022 jul. 11 09:54:37,491 days 8 hours 59 min 41 sec,291 km,180 m,97 cm,2495604,802771,137006,1522,140498,1893709,5,10,444 days 20 hours 40 min 16 sec
680,2022 jul. 12 00:00:39,491 days 23 hours 5 min 43 sec,291 km,228 m,29 cm,2495659,802846,137007,1524,140501,1893916,5,10,445 days 10 hours 36 min 15 sec
681,2022 jul. 13 02:00:19,493 days 1 hours 5 min 24 sec,291 km,627 m,46 cm,2499120,803846,137014,1560,140565,1897514,5,10,446 days 5 hours 57 min 10 sec
682,2022 jul. 14 00:00:55,493 days 23 hours 6 min 0 sec,292 km,160 m,26 cm,2506522,805316,137028,1576,140642,1903376,5,10,446 days 23 hours 41 min 16 sec
683,2022 jul. 14 16:14:20,494 days 13 hours 15 min 19 sec,292 km,239 m,93 cm,2506588,805381,137028,1577,140642,1903726,5,10,447 days 13 hours 11 min 16 sec
684,2022 jul. 15 11:43:37,495 days 8 hours 42 min 47 sec,293 km,282 m,95 cm,2509208,807315,138237,1579,141195,1905759,5,10,447 days 17 hours 7 min 52 sec
685,2022 jul. 15 22:03:05,495 days 19 hours 0 min 47 sec,295 km,954 m,40 cm,2517215,812073,141066,1583,142335,1912440,5,10,448 days 9 hours 42 min 24 sec
686,2022 jul. 16 00:00:05,495 days 20 hours 57 min 47 sec,296 km,350 m,38 cm,2518656,812625,141114,1584,142525,1913189,5,10,448 days 10 hours 8 min 43 sec
687,2022 jul. 18 15:00:54,498 days 11 hours 58 min 35 sec,297 km,143 m,45 cm,2521287,813990,141917,1584,143060,1913624,5,10,450 days 23 hours 45 min 45 sec
688,2022 jul. 19 00:18:01,498 days 21 hours 15 min 43 sec,297 km,441 m,76 cm,2522903,814817,141921,1587,143101,1915306,5,10,451 days 6 hours 11 min 19 sec
689,2022 jul. 20 00:00:26,499 days 20 hours 58 min 8 sec,299 km,228 m,21 cm,2533763,817266,142986,1594,143536,1919487,5,10,452 days 2 hours 28 min 24 sec
690,2022 jul. 21 10:52:53,501 days 7 hours 50 min 35 sec,299 km,495 m,76 cm,2540060,817266,142986,1594,143536,1919487,5,10,452 days 21 hours 25 min 8 sec
691,2022 jul. 22 00:00:14,501 days 20 hours 57 min 56 sec,299 km,766 m,30 cm,2548904,817266,142986,1594,143536,1919487,5,10,453 days 21 hours 58 min 6 sec
692,2022 jul. 23 08:37:17,503 days 5 hours 34 min 58 sec,300 km,416 m,52 cm,2554369,817266,142986,1594,143536,1919487,5,10,455 days 2 hours 26 min 27 sec
693,2022 jul. 24 10:35:42,504 days 0 hours 54 min 5 sec,300 km,830 m,5 cm,2557463,817728,143007,1595,143669,1920136,5,10,455 days 19 hours 57 min 20 sec
694,2022 jul. 25 09:46:25,505 days 0 hours 4 min 48 sec,301 km,842 m,85 cm,2566730,819844,143901,1602,144095,1923711,5,10,456 days 16 hours 2 min 30 sec
695,2022 jul. 26 10:12:41,506 days 0 hours 31 min 3 sec,302 km,336 m,82 cm,2577381,821876,143933,1616,144234,1928539,5,10,456 days 22 hours 45 min 22 sec
696,2022 jul. 27 08:02:58,506 days 22 hours 21 min 21 sec,302 km,504 m,81 cm,2579973,822455,143954,1622,144257,1929913,5,10,458 days 9 hours 40 min 22 sec
697,2022 jul. 28 10:59:05,508 days 1 hours 17 min 28 sec,302 km,984 m,78 cm,2587002,824260,143996,1629,144362,1935571,5,10,458 days 17 hours 51 min 28 sec
698,2022 ago. 09 06:40:14,508 days 13 hours 14 min 43 sec,303 km,994 m,82 cm,2590140,825836,145220,1633,144983,1936667,5,10,459 days 18 hours 34 min 41 sec
699,2022 ago. 10 00:00:49,509 days 6 hours 32 min 31 sec,304 km,847 m,2 cm,2597150,827390,145230,1640,145102,1942097,5,10,460 days 7 hours 56 min 13 sec
700,2022 ago. 11 08:49:53,510 days 15 hours 21 min 34 sec,305 km,485 m,68 cm,2602713,828992,145285,1652,145240,1946343,5,10,461 days 4 hours 54 min 38 sec
701,2022 ago. 11 13:47:16,510 days 19 hours 19 min 33 sec,305 km,791 m,79 cm,2613999,830176,145319,1655,145335,1951602,5,10,461 days 5 hours 57 min 55 sec
702,2022 ago. 12 00:00:22,511 days 5 hours 32 min 39 sec,306 km,291 m,39 cm,2623973,832092,145349,1659,145465,1957163,5,10,461 days 12 hours 17 min 8 sec
703,2022 ago. 14 19:28:10,514 days 1 hours 0 min 27 sec,306 km,671 m,23 cm,2632097,833714,145396,1667,145622,1963842,5,10,462 days 3 hours 45 min 10 sec
704,2022 ago. 15 09:36:26,514 days 15 hours 8 min 43 sec,306 km,909 m,1 cm,2632229,833795,145396,1667,145622,1963965,5,10,464 days 6 hours 43 min 11 sec
705,2022 ago. 16 09:56:21,515 days 15 hours 28 min 38 sec,307 km,543 m,73 cm,2641874,836570,145406,1672,145796,1974447,5,10,465 days 12 hours 25 min 27 sec
706,2022 ago. 17 00:00:20,516 days 5 hours 31 min 13 sec,308 km,142 m,70 cm,2647629,838934,145506,1678,146039,1979401,5,10,465 days 21 hours 50 min 16 sec
707,2022 ago. 18 00:00:25,517 days 5 hours 31 min 19 sec,308 km,712 m,60 cm,2662309,840925,145560,1683,146170,1983599,5,10,466 days 17 hours 27 min 9 sec
708,2022 ago. 19 09:02:49,518 days 14 hours 33 min 42 sec,308 km,835 m,35 cm,2664307,841345,145564,1684,146212,1984787,5,10,468 days 1 hours 36 min 33 sec
709,2022 ago. 20 12:10:58,519 days 17 hours 41 min 51 sec,309 km,374 m,35 cm,2675742,843312,145582,1687,146374,1991174,5,10,468 days 10 hours 1 min 25 sec
710,2022 ago. 22 08:56:19,521 days 14 hours 24 min 6 sec,310 km,181 m,27 cm,2685659,846601,145604,1691,146596,2001405,5,10,469 days 3 hours 31 min 57 sec
711,2022 ago. 23 09:59:51,522 days 15 hours 27 min 37 sec,310 km,431 m,31 cm,2691673,847285,145617,1695,146622,2004476,5,10,471 days 0 hours 53 min 37 sec
712,2022 ago. 24 10:34:34,523 days 16 hours 2 min 21 sec,310 km,792 m,13 cm,2697151,848374,145782,1698,146740,2005948,5,10,471 days 22 hours 47 min 17 sec
713,2022 ago. 25 11:15:35,524 days 16 hours 43 min 21 sec,311 km,141 m,2 cm,2701927,849915,145792,1701,146896,2008953,5,10,472 days 17 hours 14 min 3 sec
714,2022 ago. 25 14:52:28,524 days 20 hours 17 min 42 sec,311 km,152 m,41 cm,2702137,849939,145792,1701,146897,2009095,5,10,473 days 14 hours 17 min 5 sec
715,2022 ago. 26 00:00:59,525 days 5 hours 26 min 12 sec,311 km,160 m,94 cm,2702145,849955,145792,1701,146897,2009144,5,10,473 days 23 hours 23 min 13 sec
716,2022 ago. 28 19:15:10,528 days 0 hours 40 min 23 sec,311 km,638 m,90 cm,2712352,851477,145820,1710,146956,2015966,5,10,474 days 18 hours 13 min 25 sec
717,2022 ago. 29 10:23:21,528 days 15 hours 48 min 34 sec,311 km,798 m,85 cm,2714473,851834,145822,1713,146965,2017788,5,10,476 days 16 hours 20 min 44 sec
718,2022 ago. 30 10:58:49,529 days 16 hours 24 min 2 sec,312 km,253 m,48 cm,2723632,853191,145834,1719,147068,2023453,5,10,477 days 11 hours 1 min 40 sec
719,2022 ago. 31 00:00:50,530 days 5 hours 26 min 3 sec,313 km,92 m,93 cm,2730773,854889,145846,1726,147202,2030034,5,10,478 days 8 hours 50 min 39 sec
720,2022 sep. 01 00:00:36,531 days 3 hours 37 min 0 sec,313 km,585 m,12 cm,2739598,856057,145858,1729,147255,2032789,5,10,479 days 5 hours 38 min 0 sec
721,2022 sep. 03 08:51:08,533 days 3 hours 14 min 36 sec,314 km,463 m,36 cm,2757264,859252,145903,1736,147490,2040883,5,10,480 days 22 hours 5 min 38 sec
722,2022 sep. 05 07:59:32,535 days 2 hours 23 min 0 sec,314 km,505 m,51 cm,2758378,859415,145904,1736,147496,2041312,5,10,480 days 23 hours 50 min 54 sec
723,2022 sep. 06 08:28:01,536 days 2 hours 51 min 29 sec,315 km,1 m,16 cm,2759292,859872,145910,1737,147542,2041901,5,10,481 days 13 hours 56 min 8 sec
724,2022 sep. 07 09:13:38,537 days 3 hours 37 min 5 sec,315 km,323 m,47 cm,2768366,860897,145922,1740,147618,2044418,5,10,482 days 21 hours 21 min 8 sec
725,2022 sep. 08 12:45:47,538 days 7 hours 9 min 15 sec,315 km,998 m,86 cm,2781628,862699,145944,1743,147747,2050827,5,10,483 days 20 hours 13 min 56 sec
726,2022 sep. 09 00:00:48,538 days 18 hours 24 min 15 sec,316 km,187 m,57 cm,2784243,863209,145945,1745,147763,2052844,5,10,484 days 5 hours 48 min 52 sec
727,2022 sep. 10 13:20:08,540 days 7 hours 41 min 26 sec,317 km,906 m,88 cm,2804858,867195,159225,1748,153914,2057533,5,10,484 days 12 hours 28 min 2 sec
728,2022 sep. 11 19:17:10,541 days 13 hours 38 min 27 sec,317 km,942 m,34 cm,2804865,867240,159225,1748,153915,2057533,5,10,484 days 13 hours 54 min 26 sec
729,2022 sep. 12 10:03:42,542 days 4 hours 24 min 59 sec,317 km,968 m,69 cm,2804869,867254,159225,1748,153915,2057533,5,10,485 days 19 hours 33 min 6 sec
730,2022 sep. 13 00:00:42,542 days 18 hours 21 min 59 sec,319 km,92 m,66 cm,2824778,870240,165066,1751,156648,2064726,5,10,486 days 17 hours 50 min 11 sec
731,2022 sep. 14 08:47:06,544 days 3 hours 7 min 2 sec,319 km,602 m,52 cm,2832483,871429,167728,1753,157841,2068635,5,10,487 days 11 hours 43 min 31 sec
732,2022 sep. 15 09:17:12,545 days 3 hours 37 min 7 sec,320 km,663 m,96 cm,2848005,873167,167842,1755,158078,2074535,5,10,488 days 19 hours 0 min 27 sec
733,2022 sep. 16 09:27:19,546 days 3 hours 47 min 14 sec,321 km,158 m,63 cm,2858763,874840,167851,1758,158211,2083432,5,10,489 days 2 hours 0 min 49 sec
734,2022 sep. 17 22:35:04,546 days 13 hours 25 min 3 sec,321 km,658 m,63 cm,2868105,876599,167862,1760,158322,2090804,5,10,489 days 17 hours 45 min 37 sec
735,2022 sep. 18 00:00:04,546 days 14 hours 50 min 3 sec,321 km,764 m,73 cm,2869638,876819,167864,1760,158347,2091441,5,10,489 days 18 hours 23 min 15 sec
736,2022 sep. 19 09:20:03,548 days 0 hours 10 min 2 sec,322 km,106 m,0 cm,2872438,877042,167929,1760,158403,2091814,5,10,491 days 2 hours 41 min 56 sec
737,2022 sep. 20 11:57:05,549 days 2 hours 47 min 4 sec,322 km,227 m,1 cm,2875259,877477,167934,1761,158424,2092554,5,10,492 days 4 hours 19 min 18 sec
738,2022 sep. 21 00:00:05,549 days 14 hours 50 min 4 sec,322 km,660 m,31 cm,2884244,879149,167948,1762,158581,2095675,5,10,492 days 13 hours 41 min 33 sec
739,2022 sep. 22 09:04:53,550 days 23 hours 54 min 52 sec,323 km,359 m,90 cm,2893243,880830,172496,1770,160699,2099291,5,10,493 days 19 hours 25 min 23 sec
740,2022 sep. 23 08:51:45,551 days 23 hours 41 min 44 sec,324 km,321 m,35 cm,2904320,882846,172653,1771,160830,2109695,5,10,494 days 11 hours 53 min 50 sec
741,2022 sep. 23 10:33:00,552 days 1 hours 8 min 43 sec,324 km,356 m,55 cm,2905012,882942,172653,1771,160834,2109891,5,10,494 days 12 hours 59 min 47 sec
742,2022 sep. 25 21:58:57,554 days 12 hours 34 min 40 sec,324 km,988 m,4 cm,2914408,887706,173812,1772,162740,2113848,5,10,496 days 20 hours 50 min 29 sec
743,2022 sep. 26 08:53:36,554 days 23 hours 29 min 19 sec,324 km,994 m,98 cm,2914408,887723,173812,1772,162740,2113909,5,10,496 days 20 hours 58 min 42 sec
744,2022 sep. 27 09:44:01,556 days 0 hours 19 min 43 sec,326 km,39 m,39 cm,2925115,898491,177151,1783,167893,2119153,5,10,498 days 3 hours 4 min 5 sec
745,2022 sep. 28 09:16:50,556 days 23 hours 52 min 33 sec,326 km,630 m,16 cm,2935358,900228,177165,1785,168008,2125462,5,10,498 days 21 hours 43 min 41 sec
746,2022 sep. 29 11:33:22,558 days 2 hours 9 min 5 sec,326 km,695 m,88 cm,2936752,900438,177166,1785,168018,2126247,5,10,499 days 1 hours 31 min 59 sec
747,2022 sep. 30 08:52:14,558 days 10 hours 31 min 5 sec,326 km,808 m,34 cm,2937823,900714,177166,1785,168027,2127806,5,10,500 days 7 hours 10 min 51 sec
748,2022 sep. 30 10:27:30,558 days 11 hours 46 min 6 sec,326 km,900 m,29 cm,2938675,901025,177168,1788,168044,2128561,5,10,500 days 7 hours 52 min 12 sec
749,2022 oct. 01 00:00:02,559 days 1 hours 18 min 37 sec,327 km,283 m,49 cm,2947021,903096,177590,1789,168693,2131588,5,10,500 days 18 hours 20 min 20 sec
750,2022 oct. 04 10:53:23,562 days 12 hours 11 min 59 sec,327 km,298 m,91 cm,2947021,903110,177590,1789,168696,2131599,5,10,504 days 5 hours 13 min 18 sec
751,2022 oct. 05 10:26:43,563 days 11 hours 45 min 18 sec,327 km,585 m,35 cm,2955067,904014,177596,1791,168769,2134005,5,10,504 days 11 hours 11 min 9 sec
752,2022 oct. 05 16:08:01,563 days 15 hours 39 min 17 sec,327 km,771 m,76 cm,2958652,904677,177598,1791,168834,2135877,5,10,505 days 4 hours 49 min 3 sec
753,2022 oct. 06 00:00:02,0 days 0 hours 54 min 56 sec,0 km,121 m,26 cm,1300,528,2,0,63,2351,0,0,0 days 0 hours 3 min 23 sec
754,2022 oct. 07 10:20:20,1 days 11 hours 15 min 14 sec,1 km,28 m,46 cm,18975,5231,120,1,732,15957,0,0,0 days 15 hours 16 min 33 sec
755,2022 oct. 09 19:03:04,3 days 19 hours 57 min 58 sec,1 km,122 m,27 cm,19996,5533,124,1,746,17081,0,0,1 days 2 hours 56 min 41 sec
756,2022 oct. 10 00:00:05,4 days 0 hours 54 min 59 sec,1 km,623 m,23 cm,21320,5691,124,1,755,17589,0,0,3 days 13 hours 2 min 18 sec
757,2022 oct. 11 10:19:55,5 days 11 hours 13 min 15 sec,1 km,652 m,81 cm,21320,5705,124,1,755,17962,0,0,3 days 14 hours 19 min 56 sec
758,2022 oct. 12 08:36:52,6 days 9 hours 30 min 11 sec,2 km,447 m,36 cm,33988,7528,157,11,862,24186,0,0,5 days 6 hours 13 min 55 sec
759,2022 oct. 13 00:00:00,7 days 0 hours 51 min 2 sec,3 km,349 m,19 cm,47837,10526,192,21,1042,36833,0,0,5 days 23 hours 50 min 6 sec
760,2022 oct. 14 09:37:30,8 days 10 hours 28 min 32 sec,4 km,561 m,0 cm,59578,12729,1193,23,1625,43291,0,0,6 days 19 hours 38 min 30 sec
761,2022 oct. 17 15:28:01,11 days 16 hours 19 min 3 sec,4 km,653 m,17 cm,59976,12892,1194,24,1632,43744,0,0,10 days 10 hours 59 min 18 sec
762,2022 oct. 18 08:46:43,12 days 9 hours 34 min 27 sec,5 km,260 m,63 cm,67839,14861,1276,31,1762,49155,0,0,10 days 14 hours 58 min 25 sec
763,2022 oct. 19 11:08:11,13 days 11 hours 55 min 55 sec,5 km,733 m,0 cm,76532,16494,1321,32,1864,52821,0,0,11 days 11 hours 55 min 37 sec
764,2022 oct. 20 10:01:45,14 days 10 hours 49 min 29 sec,6 km,487 m,94 cm,80407,18181,1384,53,1947,58083,0,0,12 days 6 hours 56 min 39 sec
765,2022 oct. 23 17:53:21,17 days 18 hours 41 min 4 sec,7 km,56 m,60 cm,87339,20324,1409,65,2154,65693,0,0,13 days 2 hours 15 min 38 sec
766,2022 oct. 24 09:25:00,18 days 10 hours 12 min 44 sec,7 km,496 m,41 cm,93261,21769,1502,69,2252,70171,0,0,13 days 4 hours 36 min 38 sec
767,2022 oct. 25 15:17:25,19 days 16 hours 5 min 8 sec,7 km,938 m,53 cm,97136,23242,1570,72,2369,74559,0,0,13 days 22 hours 22 min 35 sec
768,2022 oct. 26 00:00:25,20 days 0 hours 48 min 9 sec,8 km,583 m,69 cm,105250,25197,1616,83,2506,79096,0,0,14 days 21 hours 34 min 37 sec
769,2022 oct. 27 09:06:10,21 days 9 hours 53 min 54 sec,9 km,632 m,40 cm,120064,28167,1813,114,2706,86779,0,0,16 days 0 hours 38 min 20 sec
770,2022 oct. 28 09:10:31,22 days 9 hours 58 min 15 sec,10 km,356 m,63 cm,133097,30987,1849,120,2863,94178,0,0,16 days 9 hours 50 min 49 sec
771,2022 oct. 30 09:42:08,24 days 10 hours 29 min 51 sec,10 km,703 m,64 cm,135797,31989,1860,122,2901,97521,0,0,17 days 2 hours 43 min 15 sec
772,2022 oct. 31 08:31:04,25 days 9 hours 18 min 48 sec,11 km,408 m,38 cm,142477,34042,1924,135,3075,102484,0,0,19 days 12 hours 16 min 18 sec
773,2022 nov. 01 15:55:54,26 days 16 hours 43 min 38 sec,12 km,43 m,61 cm,151297,35995,1933,137,3182,110598,0,0,19 days 19 hours 11 min 44 sec
774,2022 nov. 02 00:00:16,27 days 0 hours 46 min 13 sec,12 km,792 m,21 cm,158540,37063,1965,138,3280,114895,0,0,20 days 17 hours 46 min 28 sec
775,2022 nov. 03 00:00:57,28 days 0 hours 46 min 54 sec,13 km,891 m,48 cm,178014,40472,2235,142,3791,123208,0,0,21 days 10 hours 3 min 36 sec
776,2022 nov. 04 00:00:54,29 days 0 hours 46 min 51 sec,15 km,149 m,67 cm,187828,43436,2311,143,4052,133183,0,0,22 days 3 hours 43 min 55 sec
777,2022 nov. 05 13:59:54,30 days 14 hours 45 min 51 sec,15 km,443 m,90 cm,190698,43638,2411,143,4095,133696,0,0,22 days 3 hours 46 min 1 sec
