Date,Active time,Distance,Keystrokes,Left clicks,Right clicks,Middle clicks,Double clicks,Wheel turn,Idle time
2022-05-17 10:04:50,38290847,27418829,2325614,753982,131385,1279,131978,1795833,34781710
2022-05-18 09:34:16,38375414,27444622,2330214,754684,131388,1284,132028,1799794,34857865
2022-05-19 17:56:01,38427060,27483086,2339790,755949,131395,1289,132085,1801996,34901063
2022-05-20 00:00:47,38448945,27526273,2343592,756939,131493,1295,132306,1803113,34907571
2022-05-23 10:20:57,38530662,27839787,2346750,761506,132259,1349,132739,1809732,34965053
2022-05-24 17:59:35,38644580,27919583,2351932,762772,132469,1363,132848,1812369,34985192
2022-05-25 00:00:48,38666252,27946471,2353588,764861,133292,1363,133917,1812957,35066596
2022-05-26 09:57:54,38755709,27987533,2354940,767922,134053,1364,135028,1814402,35152022
2022-05-27 00:00:29,38806264,28010686,2355712,768178,134055,1365,135044,1815378,35180014
2022-05-28 15:12:10,38947365,28029448,2357017,768751,134064,1375,135074,1817243,35318289
2022-05-30 12:00:07,39108642,28121509,2357296,769932,134375,1404,135218,1820492,35336649
2022-05-31 10:21:18,39189113,28140016,2360191,770492,134380,1421,135249,1823272,35496299
2022-06-02 08:47:58,39356313,28182224,2366314,771755,134403,1427,135328,1827310,35701188
2022-06-03 09:25:21,39444956,28198641,2373209,772350,134427,1428,135362,1828712,35735632
2022-06-04 16:06:04,39484624,28223080,2376403,773366,134443,1429,135445,1829620,35820428
2022-06-05 17:21:46,39575566,28239799,2377640,773996,134513,1432,135593,1830664,35834316
2022-06-06 13:45:37,39648996,28250215,2378605,774297,134514,1432,135613,1831311,35912318
2022-06-07 04:20:36,39701496,28258352,2378620,774451,134515,1433,135625,1831797,36010093
2022-06-08 09:36:21,39806840,28268073,2378743,774624,134515,1435,135630,1832655,36077928
2022-06-09 11:52:08,39901387,28305378,2383020,775513,134525,1439,135691,1833682,36173656
2022-06-10 00:00:10,39945070,28367885,2389571,778642,135133,1446,136834,1835676,36251742
2022-06-11 19:40:41,40102300,28440164,2391689,779652,135340,1457,136960,1838386,36300738
2022-06-12 00:00:40,40117900,28495032,2394974,784959,136588,1458,139420,1840536,36408960
2022-06-13 15:00:43,40258302,28495107,2394974,784963,136588,1458,139420,1840536,36411532
2022-06-14 08:59:58,40323058,28509638,2395624,785249,136589,1464,139425,1842377,36574841
2022-06-15 00:00:59,40377119,28519934,2396353,785499,136599,1464,139440,1843031,36662909
2022-06-16 07:08:26,40489166,28539621,2398818,786116,136622,1466,139469,1844726,36741319
2022-06-17 18:33:12,40616651,28555207,2403991,786737,136644,1467,139505,1845739,36810387
2022-06-19 18:52:45,40629241,28557880,2403991,786738,136644,1467,139505,1845739,36901933
2022-06-20 15:02:26,40701821,28592971,2405613,787357,136703,1480,139567,1847095,36971196
2022-06-21 00:00:00,40734075,28601743,2408594,787584,136706,1480,139577,1847704,37000827
2022-06-22 10:08:35,40856919,28663008,2416618,789289,136738,1486,139635,1855697,37066767
2022-06-23 00:00:17,40906821,28739127,2436630,792386,136787,1494,139790,1861352,37140146
2022-06-25 12:56:36,41126200,28742180,2436636,792444,136788,1495,139794,1861415,37215963
2022-06-25 16:02:27,41129681,28748960,2438348,792802,136790,1495,139819,1862416,37217038
2022-06-26 10:33:19,41196333,28832518,2452846,796272,136837,1501,140092,1870616,37228735
2022-06-27 09:26:09,41278703,28893319,2466732,797554,136884,1502,140196,1876982,37284834
2022-06-28 00:00:56,41296035,28905830,2469886,797966,136916,1504,140210,1878056,37347975
2022-06-29 09:11:41,41415480,28941725,2475011,798664,136924,1506,140252,1882052,37458029
2022-06-30 13:25:26,41517105,28968695,2477120,799507,136932,1510,140295,1884143,37553694
2022-07-01 08:53:07,41587166,28969925,2477124,799568,136934,1510,140297,1884144,37578936
2022-07-03 16:01:52,41785691,28985952,2481594,800192,136941,1510,140330,1884892,37630042
2022-07-04 11:00:41,41854020,29030194,2489259,801490,136989,1516,140418,1889150,37834503
2022-07-05 10:25:18,41938297,29049064,2493784,802091,136999,1520,140463,1891191,37953559
2022-07-06 00:37:13,41989338,29054842,2494143,802287,137000,1520,140473,1892208,37981861
2022-07-07 09:17:58,42106983,29054957,2494143,802288,137000,1520,140473,1892208,37981861
2022-07-08 00:25:54,42161459,29069696,2495318,802601,137006,1521,140486,1893202,38143557
2022-07-11 09:54:37,42454781,29118097,2495604,802771,137006,1522,140498,1893709,38436016
2022-07-12 00:00:39,42505543,29122829,2495659,802846,137007,1524,140501,1893916,38486175
2022-07-13 02:00:19,42599124,29162746,2499120,803846,137014,1560,140565,1897514,38555830
2022-07-14 00:00:55,42678360,29216026,2506522,805316,137028,1576,140642,1903376,38619676
2022-07-14 16:14:20,42729319,29223993,2506588,805381,137028,1577,140642,1903726,38668276
2022-07-15 11:43:37,42799367,29328295,2509208,807315,138237,1579,141195,1905759,38682472
2022-07-15 22:03:05,42836447,29595440,2517215,812073,141066,1583,142335,1912440,38742144
2022-07-16 00:00:05,42843467,29635038,2518656,812625,141114,1584,142525,1913189,38743723
2022-07-18 15:00:54,43070315,29714345,2521287,813990,141917,1584,143060,1913624,38965545
2022-07-19 00:18:01,43103743,29744176,2522903,814817,141921,1587,143101,1915306,38988679
2022-07-20 00:00:26,43189088,29922821,2533763,817266,142986,1594,143536,1919487,39061704
2022-07-21 10:52:53,43314635,29949576,2540060,817266,142986,1594,143536,1919487,39129908
2022-07-22 00:00:14,43361876,29976630,2548904,817266,142986,1594,143536,1919487,39218286
2022-07-23 08:37:17,43479298,30041652,2554369,817266,142986,1594,143536,1919487,39320787
2022-07-24 10:35:42,43548845,30083005,2557463,817728,143007,1595,143669,1920136,39383840
2022-07-25 09:46:25,43632288,30184285,2566730,819844,143901,1602,144095,1923711,39456150
2022-07-26 10:12:41,43720263,30233682,2577381,821876,143933,1616,144234,1928539,39480322
2022-07-27 08:02:58,43798881,30250481,2579973,822455,143954,1622,144257,1929913,39606022
2022-07-28 10:59:05,43895848,30298478,2587002,824260,143996,1629,144362,1935571,39635488
2022-08-09 06:40:14,43938883,30399482,2590140,825836,145220,1633,144983,1936667,39724481
2022-08-10 00:00:49,44001151,30484702,2597150,827390,145230,1640,145102,1942097,39772573
2022-08-11 08:49:53,44119294,30548568,2602713,828992,145285,1652,145240,1946343,39848078
2022-08-11 13:47:16,44133573,30579179,2613999,830176,145319,1655,145335,1951602,39851875
2022-08-12 00:00:22,44170359,30629139,2623973,832092,145349,1659,145465,1957163,39874628
2022-08-14 19:28:10,44413227,30667123,2632097,833714,145396,1667,145622,1963842,39930310
2022-08-15 09:36:26,44464123,30690901,2632229,833795,145396,1667,145622,1963965,40113791
2022-08-16 09:56:21,44551718,30754373,2641874,836570,145406,1672,145796,1974447,40220727
2022-08-17 00:00:20,44602273,30814270,2647629,838934,145506,1678,146039,1979401,40254616
2022-08-18 00:00:25,44688679,30871260,2662309,840925,145560,1683,146170,1983599,40325229
2022-08-19 09:02:49,44807622,30883535,2664307,841345,145564,1684,146212,1984787,40440993
2022-08-20 12:10:58,44905311,30937435,2675742,843312,145582,1687,146374,1991174,40471285
2022-08-22 08:56:19,45066246,31018127,2685659,846601,145604,1691,146596,2001405,40534317
2022-08-23 09:59:51,45156457,31043131,2691673,847285,145617,1695,146622,2004476,40697617
2022-08-24 10:34:34,45244941,31079213,2697151,848374,145782,1698,146740,2005948,40776437
2022-08-25 11:15:35,45333801,31114102,2701927,849915,145792,1701,146896,2008953,40842843
2022-08-25 14:52:28,45346662,31115241,2702137,849939,145792,1701,146897,2009095,40918625
2022-08-26 00:00:59,45379572,31116094,2702145,849955,145792,1701,146897,2009144,40951393
2022-08-28 19:15:10,45621623,31163890,2712352,851477,145820,1710,146956,2015966,41019205
2022-08-29 10:23:21,45676114,31179885,2714473,851834,145822,1713,146965,2017788,41185244
2022-08-30 10:58:49,45764642,31225348,2723632,853191,145834,1719,147068,2023453,41252500
2022-08-31 00:00:50,45811563,31309293,2730773,854889,145846,1726,147202,2030034,41331039
2022-09-01 00:00:36,45891420,31358512,2739598,856057,145858,1729,147255,2032789,41405880
2022-09-03 08:51:08,46062876,31446336,2757264,859252,145903,1736,147490,2040883,41551538
2022-09-05 07:59:32,46232580,31450551,2758378,859415,145904,1736,147496,2041312,41557854
2022-09-06 08:28:01,46320689,31500116,2759292,859872,145910,1737,147542,2041901,41608568
2022-09-07 09:13:38,46409825,31532347,2768366,860897,145922,1740,147618,2044418,41721668
2022-09-08 12:45:47,46508955,31599886,2781628,862699,145944,1743,147747,2050827,41804036
2022-09-09 00:00:48,46549455,31618757,2784243,863209,145945,1745,147763,2052844,41838532
2022-09-10 13:20:08,46683686,31790688,2804858,867195,159225,1748,153914,2057533,41862482
2022-09-11 19:17:10,46791507,31794234,2804865,867240,159225,1748,153915,2057533,41867666
2022-09-12 10:03:42,46844699,31796869,2804869,867254,159225,1748,153915,2057533,41974386
2022-09-13 00:00:42,46894919,31909266,2824778,870240,165066,1751,156648,2064726,42054611
2022-09-14 08:47:06,47012822,31960252,2832483,871429,167728,1753,157841,2068635,42119011
2022-09-15 09:17:12,47101027,32066396,2848005,873167,167842,1755,158078,2074535,42231627
2022-09-16 09:27:19,47188034,32115863,2858763,874840,167851,1758,158211,2083432,42256849
2022-09-17 22:35:04,47222703,32165863,2868105,876599,167862,1760,158322,2090804,42313537
2022-09-18 00:00:04,47227803,32176473,2869638,876819,167864,1760,158347,2091441,42315795
2022-09-19 09:20:03,47347802,32210600,2872438,877042,167929,1760,158403,2091814,42432116
2022-09-20 11:57:05,47443624,32222701,2875259,877477,167934,1761,158424,2092554,42524358
2022-09-21 00:00:05,47487004,32266031,2884244,879149,167948,1762,158581,2095675,42558093
2022-09-22 09:04:53,47606092,32335990,2893243,880830,172496,1770,160699,2099291,42665123
2022-09-23 08:51:45,47691704,32432135,2904320,882846,172653,1771,160830,2109695,42724430
2022-09-23 10:33:00,47696923,32435655,2905012,882942,172653,1771,160834,2109891,42728387
2022-09-25 21:58:57,47910880,32498804,2914408,887706,173812,1772,162740,2113848,42929429
2022-09-26 08:53:36,47950159,32499498,2914408,887723,173812,1772,162740,2113909,42929922
2022-09-27 09:44:01,48039583,32603939,2925115,898491,177151,1783,167893,2119153,43038245
2022-09-28 09:16:50,48124353,32663016,2935358,900228,177165,1785,168008,2125462,43105421
2022-09-29 11:33:22,48218945,32669588,2936752,900438,177166,1785,168018,2126247,43119119
2022-09-30 08:52:14,48249065,32680834,2937823,900714,177166,1785,168027,2127806,43225851
2022-09-30 10:27:30,48253566,32690029,2938675,901025,177168,1788,168044,2128561,43228332
2022-10-01 00:00:02,48302317,32728349,2947021,903096,177590,1789,168693,2131588,43266020
2022-10-04 10:53:23,48600719,32729891,2947021,903110,177590,1789,168696,2131599,43564398
2022-10-05 10:26:43,48685518,32758535,2955067,904014,177596,1791,168769,2134005,43585869
2022-10-05 16:08:01,48699557,32777176,2958652,904677,177598,1791,168834,2135877,43649343
2022-10-06 00:00:02,3296,12126,1300,528,2,0,63,2351,203
2022-10-07 10:20:20,126914,102846,18975,5231,120,1,732,15957,54993
2022-10-09 19:03:04,331078,112227,19996,5533,124,1,746,17081,97001
2022-10-10 00:00:05,348899,162323,21320,5691,124,1,755,17589,306138
2022-10-11 10:19:55,472395,165281,21320,5705,124,1,755,17962,310796
2022-10-12 08:36:52,552611,244736,33988,7528,157,11,862,24186,454435
2022-10-13 00:00:00,607862,334919,47837,10526,192,21,1042,36833,517806
2022-10-14 09:37:30,728912,456100,59578,12729,1193,23,1625,43291,589110
2022-10-17 15:28:01,1009143,465317,59976,12892,1194,24,1632,43744,903558
2022-10-18 08:46:43,1071267,526063,67839,14861,1276,31,1762,49155,917905
2022-10-19 11:08:11,1166155,573300,76532,16494,1321,32,1864,52821,993337
2022-10-20 10:01:45,1248569,648794,80407,18181,1384,53,1947,58083,1061799
2022-10-23 17:53:21,1536064,705660,87339,20324,1409,65,2154,65693,1131338
2022-10-24 09:25:00,1591964,749641,93261,21769,1502,69,2252,70171,1139798
2022-10-25 15:17:25,1699508,793853,97136,23242,1570,72,2369,74559,1203755
2022-10-26 00:00:25,1730889,858369,105250,25197,1616,83,2506,79096,1287277
2022-10-27 09:06:10,1850034,963240,120064,28167,1813,114,2706,86779,1384700
2022-10-28 09:10:31,1936695,1035663,133097,30987,1849,120,2863,94178,1417849
2022-10-30 09:42:08,2111391,1070364,135797,31989,1860,122,2901,97521,1478595
2022-10-31 08:31:04,2193528,1140838,142477,34042,1924,135,3075,102484,1685778
2022-11-01 15:55:54,2306618,1204361,151297,35995,1933,137,3182,110598,1710704
2022-11-02 00:00:16,2335573,1279221,158540,37063,1965,138,3280,114895,1791988
2022-11-03 00:00:57,2422014,1389148,178014,40472,2235,142,3791,123208,1850616
2022-11-04 00:00:54,2508411,1514967,187828,43436,2311,143,4052,133183,1914235
2022-11-05 13:59:54,2645151,1544390,190698,43638,2411,143,4095,133696,1914361
